OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
88921,44345,2903,2025-09-19,6,37979.85,S031
88922,4308,3424,2026-05-16,8,14893.1,S008
88923,35209,3938,2025-11-29,10,19761.64,S026
88924,99999999,3636,2026-04-05,6,6800.15,S008
88925,13682,1315,2026-03-07,4,30766.35,S006
88926,19431,1427,2026-01-26,1,13931.88,S007
88927,4654,4665,2026-01-29,6,21429.03,S014
88928,40204,4698,2025-11-26,2,-38875.69,S039
88929,40896,266,2026-06-13,1,6501.84,S031
88930,13721,3737,2025-09-24,1,25824.58,S050
88931,21699,848,2026-01-09,8,29914.22,S018
88932,5751,2661,2026-05-31,5,43273.41,S019
88933,26025,3913,2026-03-24,6,49485.3,S033
88934,21013,3931,2025-09-04,7,11349.54,S033
88935,27251,1326,2026-05-04,4,46204.34,S003
88936,20074,2876,2025-10-11,3,8104.7,S019
88937,20901,2356,2026-02-18,5,14889.17,S042
88938,16738,3850,2026-06-03,8,28073.81,S018
88939,13405,2113,2025-11-11,10,18702.98,S007
88940,9360,1495,2025-09-06,7,17657.9,S024
88941,49285,127,2026-02-22,4,13648.62,S006
88942,44752,4923,2025-08-23,2,40214.54,S016
88943,35513,304,2026-05-31,1,3376.4,S049
88944,22164,3836,2026-01-01,4,35382.21,S038
88945,2916,3775,2026-04-26,7,48408.0,S016
88946,6154,270,2025-08-21,7,42547.93,S022
88947,19956,711,2026-07-28,5,44672.28,S048
88948,33611,4294,2025-08-09,2,3718.99,S049
88949,4942,3179,2025-12-28,5,7625.62,S011
88950,26062,1809,2025-12-13,3,25607.04,S038
88951,41351,4264,2026-01-24,3,22432.17,S027
88952,4974,2368,2025-08-01,5,44928.22,S049
88953,12601,2500,2025-12-24,3,38703.92,S038
88954,25341,3533,2026-04-28,4,33600.14,S012
88955,40215,1929,2026-03-12,5,9707.62,S050
88956,11083,3171,2026-04-13,5,767.2,S018
88957,31489,4976,2026-01-04,8,30029.93,S012
88958,6437,2180,2025-07-23,9,39819.23,S025
88959,9444,123,2025-11-21,3,10117.44,S048
88960,31720,3539,2025-07-02,9,27688.13,S049
88961,48034,4715,2025-12-01,6,18130.45,S009
88962,7207,3180,2026-01-22,2,31961.0,S037
88963,46332,2016,2025-10-16,10,29766.11,S026
88964,20108,4981,2026-04-17,2,33065.29,S011
88965,15543,3301,2026-05-22,8,36489.21,S021
88966,47523,1413,2026-01-22,9,4806.13,S049
88967,43142,464,2026-01-29,5,35086.25,S047
88968,49503,2823,2026-02-02,5,23350.04,S037
88969,25573,3099,2025-08-30,9,15186.42,S015
88970,22114,4189,2025-11-26,8,31960.89,S045
88971,25374,4889,2026-02-16,2,46843.34,S036
88972,14956,822,2025-10-18,8,3540.07,S032
88973,11976,1466,2025-11-08,9,3872.25,S045
88974,39569,3685,2025-12-25,2,30262.75,S019
88975,99999999,1380,2025-07-14,3,40523.81,S029
88976,41812,1676,2025-08-22,2,14144.88,S002
88977,11220,3608,2025-08-09,8,5893.42,S027
88978,32890,2478,2026-06-27,7,20828.49,S032
88979,9689,1981,2026-05-23,6,6590.26,S016
88980,23890,3725,2025-09-24,4,30622.82,S013
88981,49551,4698,2025-09-10,4,22082.63,S023
88982,22797,4026,2026-03-07,7,9677.22,S016
88983,15107,4075,2025-12-01,8,20973.16,S046
88984,36390,2961,2026-03-03,1,36701.7,S030
88985,1847,4667,2026-04-15,1,39585.33,S010
88986,23260,1765,2025-07-02,3,10054.28,S032
88987,4418,3854,2026-03-31,1,24813.35,S005
88988,18201,4821,2025-10-15,1,12956.44,S018
88989,9183,3160,2025-11-12,7,22072.89,S033
88990,32935,4140,2026-03-07,8,14246.46,S022
88991,705,2888,2025-07-21,5,16364.15,S044
88992,22102,2331,2026-02-25,5,44304.92,S023
88993,921,4157,2025-10-19,1,25047.02,S034
88994,2050,1884,2026-03-02,6,4349.12,S038
88995,5038,1356,2025-09-29,-8,33546.79,S021
88996,26204,3706,2025-11-04,3,18834.49,S041
88997,21467,3952,2025-11-15,10,984.18,S045
88998,33166,3334,2026-05-01,7,45138.25,S040
88999,2722,4171,2026-05-28,9,-39071.49,S028
89000,1738,3573,2025-09-16,4,18310.51,S022
89001,99999999,3510,2025-11-21,2,16813.33,S043
89002,6840,412,2026-04-28,4,8960.86,S005
89003,37620,2888,2025-11-05,7,40262.09,S019
89004,20894,2334,2025-08-14,2,36817.06,S042
89005,10575,2068,2026-04-06,9,40020.93,S036
89006,34548,3029,2026-05-20,3,114.07,S018
89007,37574,3417,2025-07-11,3,24335.54,S028
89008,26553,4739,2025-10-13,5,8684.83,S002
89009,28794,3496,2025-07-16,1,34674.87,S045
89010,20940,3674,2026-03-21,1,45061.48,S036
89011,24200,411,2026-04-11,5,150.51,S019
89012,17364,4346,2025-09-04,5,30799.3,S028
89013,20404,3129,2025-12-25,9,5212.56,S037
89014,34997,4996,2025-12-31,1,39056.6,S032
89015,6642,3364,2026-02-24,8,39985.04,S023
89016,16783,177,2025-07-21,3,1072.88,S005
89017,24821,1372,2026-04-10,2,7758.8,S033
89018,12326,4498,2026-06-22,6,34721.35,S049
89019,10429,2113,2025-12-14,1,14341.18,S011
89020,46901,3349,2026-01-21,4,23756.12,S022
89021,99999999,682,2026-04-13,2,30957.56,S041
89022,36650,3135,2025-07-01,9,39594.58,S006
89023,10439,3159,2025-07-01,4,40419.69,S030
89024,12288,2117,2025-12-30,6,31157.92,S014
89025,48476,1524,2025-10-12,10,41945.72,S029
89026,37408,136,2025-11-14,10,13453.93,S033
89027,18467,196,2026-02-25,8,3665.15,S020
89028,7179,886,2025-07-19,10,6678.15,S026
89029,29883,92,2025-11-03,9,39918.66,S039
89030,46038,4456,2025-10-31,2,15499.4,S003
89031,24684,2391,2025-11-20,3,47135.11,S030
89032,42650,1785,2025-11-10,7,27050.36,S036
89033,21384,3742,2026-01-15,10,29985.14,S024
89034,46492,746,2025-09-19,5,9879.98,S027
89035,10381,276,2026-01-02,7,20458.41,S046
89036,39589,483,2025-07-25,10,17099.69,S041
89037,29466,3312,2026-01-27,2,12528.56,S026
89038,41751,3134,2026-06-07,3,45259.11,S020
89039,2427,4879,2025-07-11,9,14882.77,S008
89040,10718,1291,2025-07-14,2,481.82,S042
89041,47816,2213,2026-04-27,4,37948.2,S007
89042,34567,99,2025-10-05,5,44392.35,S043
89043,48631,591,2025-07-28,1,6795.97,S039
89044,12782,1027,2026-06-13,9,36432.72,S043
89045,28749,2789,2025-12-23,10,47048.81,S010
89046,2906,1306,2025-07-02,8,3770.64,S015
89047,44214,2558,2026-01-25,7,24081.99,S047
89048,1812,472,2025-09-17,1,24497.99,S002
89049,43273,2641,2025-08-26,9,10888.21,S022
89050,27019,1417,2025-12-05,1,32341.7,S026
89051,8352,2278,2025-08-17,5,34120.49,S035
89052,36260,255,2025-09-30,3,10683.13,S032
89053,33981,839,2025-09-03,1,22564.66,S040
89054,48548,3554,2025-09-09,6,28655.2,S031
89055,36630,4686,2025-12-06,4,44355.39,S021
89056,42328,1721,2026-05-11,3,40205.74,S034
89057,3542,4172,2026-01-31,1,45465.14,S047
89058,36214,3355,2026-05-23,1,38178.33,S004
89059,37559,1632,2026-03-28,5,23485.79,S007
89060,2204,2316,2026-06-08,6,36116.62,S006
89061,22278,3084,2025-07-25,1,29973.11,S034
89062,49292,2631,2025-12-03,2,16213.81,S026
89063,1702,4067,2026-04-26,9,44613.95,S011
89064,8373,4454,2025-11-11,1,23396.29,S018
89065,37295,206,2026-04-11,10,44652.42,S035
89066,27994,375,2025-09-19,1,38007.34,S009
89067,99999999,899,2026-01-10,1,46647.71,S012
89068,20504,2664,2026-02-06,6,24535.92,S040
89069,23976,3742,2026-02-12,4,23167.88,S040
89070,19676,1529,2026-05-04,3,23220.44,S044
89071,4539,1700,2025-08-29,10,9828.82,S030
89072,44653,3068,2026-05-27,9,15115.68,S046
89073,28887,3040,2025-08-07,7,23239.8,S005
89074,41865,620,2026-01-23,2,48544.18,S021
89075,44527,4226,2025-07-15,8,5943.95,S021
89076,40050,3900,2025-11-07,1,37383.25,S020
89077,17833,3387,2025-11-03,3,14707.06,S025
89078,10982,1972,2025-08-16,6,25528.12,S025
89079,33116,2867,2026-03-03,3,25555.77,S001
89080,17549,1425,2025-08-01,4,47725.09,S010
89081,38660,2364,2025-09-03,3,28751.64,S033
89082,3853,2195,2026-05-09,6,-28922.55,S046
89083,25234,4106,2026-02-03,4,36205.61,S036
89084,13081,1695,2025-10-24,2,16214.71,S003
89085,1854,3851,2026-02-23,8,6664.2,S008
89086,2800,1065,2026-02-17,2,4297.42,S046
89087,38575,4973,2025-10-28,5,17106.89,S009
89088,1939,1584,2025-09-09,1,47111.48,S044
89089,1653,4469,2025-12-31,4,41631.47,S028
89090,24552,4628,2026-04-19,8,32112.47,S040
89091,19260,1831,2025-09-13,5,40085.59,S018
89092,14078,4895,2025-11-04,6,7392.55,S031
89093,15099,1503,2025-09-18,3,6540.83,S030
89094,16492,3210,2025-08-01,3,29807.53,S026
89095,23025,4463,2025-08-16,6,27396.31,S041
89096,14933,91,2026-03-19,9,15447.62,S048
89097,33703,832,2025-11-25,1,40832.03,S034
89098,49512,1882,2025-12-13,3,18454.42,S032
89099,36582,1459,2026-03-27,4,48639.01,S004
89100,49003,280,2025-09-22,8,46080.44,S044
89101,12812,3979,2026-01-22,2,43315.27,S002
89102,44082,4327,2025-10-25,7,11812.06,S023
89103,29962,53,2025-07-27,7,41492.02,S049
89104,35556,2982,2025-10-12,5,16811.21,S033
89105,29102,2896,2025-11-24,8,17830.34,S023
89106,27066,20,2025-07-27,1,45753.69,S048
89107,19537,4112,2026-03-27,6,28502.32,S031
89108,48561,446,2025-09-28,4,49708.76,S032
89109,44206,2746,2026-04-06,7,4872.24,S025
89110,32706,1209,2026-02-20,2,47165.9,S006
89111,17843,495,2025-11-19,5,26496.01,S003
89112,10680,1135,2025-08-16,8,38341.51,S020
89113,9521,358,2025-07-14,10,9279.29,S039
89114,24794,1403,2025-10-02,3,28072.56,S047
89115,31605,4963,2026-04-21,7,35392.02,S007
89116,26464,4643,2025-10-17,6,32246.94,S018
89117,49933,458,2026-01-11,2,25909.68,S023
89118,17982,3058,2026-01-20,8,31587.69,S015
89119,2859,1721,2026-03-01,10,45154.84,S015
89120,44136,3034,2025-11-19,5,21586.28,S037
89121,9325,3242,2025-07-23,6,43769.76,S018
89122,99999999,4941,2026-03-18,5,26815.73,S028
89123,19480,1485,2025-10-04,2,25004.19,S024
89124,36553,4057,2026-04-22,5,3186.96,S037
89125,25766,662,2025-10-31,3,34402.74,S048
89126,34110,1527,2025-07-14,8,17171.39,S039
89127,21889,1714,2026-02-16,2,37671.98,S022
89128,33158,1392,2025-09-13,2,43208.64,S020
89129,29860,4360,2026-06-10,1,47756.75,S022
89130,33092,3645,2026-01-25,4,44056.61,S041
89131,19558,2816,2025-09-12,9,49944.19,S031
89132,12551,4014,2026-02-25,5,34987.05,S019
89133,49382,4537,2025-09-27,5,13445.45,S011
89134,46035,3367,2026-04-21,7,940.58,S032
89135,41895,3753,2026-01-17,5,41702.08,S009
89136,2338,1007,2026-01-13,1,43186.9,S013
89137,42242,2061,2025-07-16,2,41144.16,S033
89138,39811,4429,2025-09-29,9,7636.42,S007
89139,43450,143,2025-09-12,10,32578.27,S021
89140,22081,1122,2025-07-17,5,44861.27,S037
89141,32567,1406,2026-03-17,8,18748.63,S026
89142,2321,701,2025-09-24,5,26546.63,S021
89143,35368,4649,2025-11-03,4,7205.75,S029
89144,43721,2355,2025-10-22,1,37341.2,S037
89145,25724,3108,2026-01-28,6,7996.3,S007
89146,35815,3171,2026-01-22,1,30908.18,S025
89147,46235,4406,2025-12-26,8,48213.83,S017
89148,99999999,753,2025-08-09,4,14178.28,S019
89149,19665,32,2025-12-17,6,3954.41,S033
89150,31084,442,2025-06-28,3,2154.78,S035
89151,7174,3421,2026-04-17,7,41815.91,S029
89152,44659,524,2026-01-29,8,8493.63,S036
89153,17709,3836,2026-01-30,3,42629.05,S036
89154,29744,3209,2025-07-18,5,21071.08,S020
89155,24106,3838,2026-07-28,4,7958.01,S015
89156,14871,2462,2025-11-04,1,10481.86,S004
89157,43082,1899,2025-11-16,8,18566.29,S013
89158,49664,88888888,2025-08-17,1,8620.32,S021
89159,40586,3927,2025-10-29,2,4638.79,S042
89160,29105,4100,2026-05-22,2,23731.69,S005
89161,36675,4785,2025-12-14,2,35589.73,S042
89162,14798,4813,2025-11-27,6,43881.26,S034
89163,99999999,4385,2025-07-11,10,25023.64,S020
89164,17234,2220,2025-11-28,8,29944.8,S024
89165,15989,410,2025-12-06,9,27131.66,S009
89166,42207,456,2025-07-28,9,10472.41,S029
89167,8221,3351,2026-04-20,6,44342.26,S004
89168,99999999,4605,2025-11-28,4,31729.95,S027
89169,29512,3022,2026-06-20,9,36140.58,S020
89170,3369,2259,2026-03-12,3,1155.29,S001
89171,11157,1915,2025-12-24,4,6533.5,S027
89172,25686,2030,2025-08-05,10,44897.72,S027
89173,46717,1572,2025-12-10,6,21809.91,S023
89174,29851,166,2026-04-13,5,23687.46,S036
89175,6324,3599,2026-01-10,8,13001.49,S023
89176,46617,3685,2025-07-21,9,30699.15,S041
89177,18121,3342,2025-08-11,10,45120.72,S018
89178,8345,2219,2026-04-28,3,26991.99,S018
89179,39405,2711,2026-02-05,6,7097.41,S028
89180,35666,544,2025-07-14,3,38121.99,S016
89181,24956,1264,2026-06-18,7,38860.83,S046
89182,28722,1477,2026-06-16,8,34280.06,S013
89183,15999,4965,2026-02-22,8,34827.6,S021
89184,47779,2596,2025-08-24,10,7051.78,S012
89185,42138,1200,2025-12-21,7,31594.7,S018
89186,3223,3089,2026-02-21,2,11896.66,S040
89187,30730,2290,2025-12-31,8,40664.2,S037
89188,49954,1860,2026-01-02,3,49255.96,S025
89189,12652,4851,2026-06-09,6,37191.47,S002
89190,27153,4971,2025-11-18,5,42895.06,S024
89191,30018,245,2025-11-27,2,39366.71,S029
89192,41939,2157,2025-11-20,6,22061.25,S005
89193,19416,633,2026-01-15,10,29161.33,S050
89194,18655,2738,2026-06-08,5,22294.12,S007
89195,36826,2098,2025-09-16,7,14125.49,S003
89196,11566,1369,2026-03-28,4,29733.22,S012
89197,30018,547,2026-01-27,8,14229.25,S005
89198,23219,4713,2025-07-17,8,9334.42,S006
89199,43401,4879,2025-12-28,5,2132.11,S045
89200,46144,273,2026-02-17,9,5816.55,S043
89201,99999999,88888888,2026-05-16,2,32087.43,S011
89202,11259,4618,2026-02-03,7,22142.86,S020
89203,43924,1012,2025-08-23,9,2554.79,S018
89204,16294,1457,2026-01-22,1,14902.42,S036
89205,14107,4761,2026-01-29,2,43993.5,S035
89206,6397,795,2025-07-06,3,22974.23,S014
89207,21481,3755,2026-07-28,5,30074.19,S028
89208,17090,3175,2025-08-19,3,38114.97,S016
89209,47568,1888,2025-09-04,5,14099.92,S039
89210,27739,91,2026-04-07,6,41585.14,S006
89211,34455,2862,2026-05-24,6,15758.48,S039
89212,15526,500,2026-01-23,-8,18363.61,S008
89213,45810,841,2025-09-23,8,9175.23,S029
89214,34043,2948,2025-07-26,10,9602.51,S004
89215,26083,4514,2026-05-19,2,32327.86,S027
89216,33667,3569,2025-10-24,5,8943.25,S030
89217,14308,3264,2026-05-27,9,9350.29,S005
89218,44821,491,2025-09-04,3,5731.62,S043
89219,20585,4675,2025-09-20,3,17773.34,S007
89220,7863,88888888,2026-02-13,9,18282.4,S018
89221,3562,4519,2025-07-26,4,21269.4,S043
89222,47812,3390,2025-12-08,2,13048.29,S025
89223,27644,2969,2025-09-29,10,43278.17,S041
89224,33443,766,2025-09-15,1,35714.56,S024
89225,44984,2123,2026-03-04,1,48115.16,S028
89226,30834,4413,2026-04-02,9,34883.37,S036
89227,36242,4357,2026-01-10,8,-44901.96,S014
89228,7129,3093,2026-03-24,9,45930.29,S001
89229,35526,2076,2025-12-15,10,29142.07,S033
89230,16529,405,2025-12-01,7,23903.89,S011
89231,17914,1432,2025-10-28,10,46403.85,S038
89232,24478,454,2025-10-04,5,22071.62,S037
89233,21179,2970,2026-06-25,5,35530.82,S045
89234,15755,2062,2026-02-19,5,10453.63,S037
89235,29527,3588,2026-03-17,4,37593.91,S012
89236,2447,257,2025-09-18,10,26825.94,S014
89237,16090,726,2025-09-03,6,27368.86,S011
89238,11157,4659,2026-06-14,9,9096.16,S015
89239,22469,1931,2026-04-28,9,7419.68,S007
89240,48969,3862,2026-02-05,7,29378.04,S032
89241,4189,1906,2025-11-27,8,11131.02,S047
89242,3411,4037,2025-10-09,7,23545.32,S007
89243,34920,4954,2026-01-20,3,30590.28,S040
89244,37866,2232,2025-09-04,4,48636.72,S047
89245,45826,3860,2025-07-31,-4,14026.85,S043
89246,48083,1766,2026-05-24,2,27389.28,S030
89247,4884,946,2025-07-01,3,19620.21,S015
89248,7841,3609,2026-04-02,4,6142.43,S012
89249,19794,1515,2025-07-12,7,8955.59,S011
89250,30718,2217,2025-07-02,10,5829.28,S023
89251,46017,2172,2025-07-07,7,16558.28,S025
89252,37723,1842,2026-06-04,8,16158.35,S033
89253,44359,1467,2025-12-30,10,39381.15,S035
89254,42868,1441,2026-01-12,9,6144.79,S008
89255,22162,3914,2025-09-13,2,31617.75,S039
89256,30811,2941,2026-03-24,4,45977.69,S015
89257,16322,1931,2026-01-28,1,33520.68,S012
89258,1041,2879,2025-08-06,10,46500.09,S049
89259,15713,1513,2026-02-19,7,43082.22,S045
89260,31804,3551,2025-12-25,10,15162.15,S026
89261,45541,3909,2025-12-12,10,47960.78,S046
89262,31150,425,2026-06-09,9,27922.06,S050
89263,24492,3060,2025-07-09,3,3117.48,S018
89264,28217,1071,2026-01-06,6,49344.86,S042
89265,24343,1408,2026-04-18,4,41106.78,S045
89266,39322,4108,2026-06-07,8,46421.28,S006
89267,34265,3984,2026-06-09,2,17690.77,S017
89268,45951,2250,2025-12-01,7,3701.67,S025
89269,15774,2788,2026-01-28,2,17369.28,S048
89270,30094,88888888,2026-03-20,2,37118.6,S033
89271,13573,2696,2026-06-14,6,20239.57,S031
89272,24183,663,2025-11-06,3,24208.88,S026
89273,48752,2453,2026-02-14,8,33560.06,S026
89274,20406,228,2026-03-05,9,1265.93,S033
89275,41479,4866,2026-02-07,3,41896.44,S040
89276,18043,2805,2025-08-15,6,16230.7,S020
89277,6257,4471,2026-02-01,9,17388.17,S013
89278,4459,1633,2025-10-15,9,2895.82,S027
89279,35306,4109,2026-05-09,1,47858.9,S048
89280,31917,1490,2026-03-28,4,11995.34,S006
89281,38238,2738,2025-11-06,9,4126.11,S003
89282,23359,1286,2025-11-21,6,40625.64,S034
89283,47586,2450,2026-01-06,3,6551.25,S041
89284,44049,1606,2025-08-15,8,17406.3,S012
89285,34308,2574,2025-08-15,1,15699.7,S010
89286,2821,4261,2026-04-08,9,11953.13,S018
89287,32315,291,2026-03-09,5,17128.6,S024
89288,11640,1867,2026-01-14,5,10509.68,S013
89289,31212,3618,2025-10-13,7,13472.37,S003
89290,14515,1547,2025-09-09,8,10005.9,S042
89291,15220,4202,2026-04-16,4,42022.77,S049
89292,11913,1898,2026-05-09,1,16913.66,S031
89293,38493,4678,2025-08-02,1,23022.52,S016
89294,11056,4570,2025-10-18,10,47357.91,S018
89295,31134,3733,2025-12-09,6,49404.88,S047
89296,17026,1662,2026-05-23,6,39601.38,S021
89297,9039,4043,2025-07-31,5,8321.98,S002
89298,14139,1769,2025-10-29,9,42754.47,S011
89299,33635,3849,2026-06-15,6,21272.77,S016
89300,43005,4884,2025-09-16,1,36514.04,S042
89301,39109,434,2025-07-02,4,1442.13,S037
89302,19328,4044,2025-11-17,3,37681.72,S038
89303,18873,3805,2025-10-19,2,43956.44,S016
89304,22216,4828,2026-04-28,4,14393.6,S049
89305,10180,1361,2026-03-09,8,32298.37,S044
89306,153,4095,2026-01-17,5,16532.65,S027
89307,13940,680,2025-12-28,9,11228.84,S004
89308,26217,2322,2026-03-07,4,43682.68,S013
89309,26038,1427,2026-03-28,3,40052.11,S001
89310,99999999,4029,2026-01-19,4,48371.66,S034
89311,40282,2913,2026-01-21,4,37400.62,S002
89312,33718,1349,2026-03-13,8,5512.91,S040
89313,804,1646,2025-07-26,10,3449.9,S035
89314,38399,3684,2026-02-10,10,39381.76,S002
89315,1821,610,2025-10-11,5,30622.85,S042
89316,49996,2968,2026-04-27,3,18461.45,S050
89317,6097,1906,2025-08-02,10,7840.88,S037
89318,32551,3733,2026-06-18,10,48087.98,S039
89319,24028,2678,2026-03-04,4,41749.61,S049
89320,23250,3937,2025-08-29,8,26062.5,S022
89321,37339,1075,2026-02-04,2,34799.85,S021
89322,13701,3954,2025-10-01,7,23873.81,S017
89323,31405,430,2026-04-21,6,36210.67,S032
89324,24861,1598,2026-04-21,6,31680.64,S035
89325,45079,1947,2026-07-28,5,20020.02,S008
89326,21806,4053,2026-01-24,10,31244.37,S019
89327,47906,4657,2025-12-22,7,30028.27,S047
89328,33476,2449,2025-10-21,6,29173.28,S036
89329,6546,1826,2025-07-02,9,29643.23,S035
89330,18342,2721,2025-09-04,2,3947.34,S032
89331,23047,4747,2025-09-10,7,4196.33,S039
89332,44126,4183,2025-10-16,8,30827.13,S047
89333,44581,634,2025-12-02,2,12048.8,S013
89334,30810,3023,2025-10-27,1,7727.61,S031
89335,12748,4396,2026-03-20,6,37417.43,S021
89336,11231,3109,2026-05-10,4,6532.38,S039
89337,29187,2299,2025-11-03,7,23750.7,S042
89338,44852,1227,2025-10-22,7,19012.24,S029
89339,11291,3752,2026-04-15,9,35248.43,S027
89340,8580,4085,2025-08-04,8,31192.85,S021
89341,36474,2494,2026-04-21,3,25005.8,S015
89342,20570,4247,2025-07-04,10,17619.5,S021
89343,26723,139,2026-03-10,2,30440.65,S026
89344,43502,967,2026-02-07,5,8571.0,S025
89345,48594,200,2026-02-04,3,43731.38,S030
89346,1788,587,2025-11-30,7,3439.71,S039
89347,22464,2175,2025-09-30,6,39445.92,S003
89348,28618,695,2026-05-21,6,30512.45,S032
89349,34659,578,2026-04-21,4,40837.98,S024
89350,49178,1596,2026-03-29,3,29353.24,S028
89351,20219,605,2025-10-18,8,27049.6,S014
89352,21723,3843,2026-03-10,8,49480.18,S036
89353,17105,212,2025-11-12,1,25656.61,S042
89354,24693,1916,2025-10-02,2,27519.28,S026
89355,47671,1915,2025-09-29,1,37737.62,S016
89356,25119,191,2026-05-27,5,35781.04,S016
89357,7570,365,2025-07-03,5,38192.38,S013
89358,14385,2343,2026-03-07,7,23701.74,S030
89359,40727,2506,2025-09-01,2,25140.02,S044
89360,36631,389,2025-12-25,7,7607.15,S038
89361,33967,2236,2026-01-22,6,18340.93,S017
89362,156,3514,2026-03-01,7,41044.29,S018
89363,48311,4802,2025-10-02,10,12932.28,S047
89364,36379,4577,2025-09-07,10,34519.64,S014
89365,2192,88888888,2025-07-11,7,33713.46,S013
89366,26898,4393,2025-08-13,8,37944.51,S023
89367,22442,2640,2026-03-07,6,40595.41,S004
89368,14760,2773,2026-05-04,7,48411.03,S001
89369,20061,4274,2026-05-13,10,29428.94,S039
89370,25025,1898,2025-11-13,7,21180.16,S014
89371,35954,880,2026-04-02,9,37586.7,S047
89372,31215,88888888,2026-05-09,5,19994.89,S006
89373,7083,2527,2026-03-02,6,36552.29,S039
89374,13597,2383,2025-08-24,8,49114.57,S040
89375,49505,1066,2026-04-23,8,1845.2,S015
89376,20830,2552,2026-03-01,7,1469.79,S009
89377,16270,1156,2026-01-05,6,28739.34,S032
89378,99999999,133,2025-06-29,1,39469.69,S023
89379,22709,3121,2025-12-21,8,31979.0,S033
89380,1318,1297,2025-08-25,10,21086.68,S035
89381,13205,2338,2025-10-09,1,44346.6,S003
89382,13894,3156,2025-09-11,6,1791.26,S008
89383,22597,1703,2025-08-12,8,42469.3,S034
89384,37908,847,2026-06-15,3,1835.78,S033
89385,7191,1997,2026-04-11,10,36386.68,S029
89386,12049,1694,2026-03-29,6,21703.47,S021
89387,99999999,965,2026-04-09,7,41965.6,S007
89388,22228,4989,2025-07-29,10,32691.21,S030
89389,30689,1287,2026-02-09,10,36996.93,S030
89390,37708,2029,2026-01-06,10,37496.61,S010
89391,23622,480,2025-07-09,6,22173.5,S022
89392,32334,2807,2025-07-04,4,30121.18,S047
89393,29425,2875,2026-03-08,7,7880.63,S011
89394,25585,4793,2025-08-28,5,7540.42,S046
89395,27149,2623,2025-07-23,6,48282.92,S036
89396,21793,4125,2026-03-05,8,40437.76,S021
89397,48549,1133,2026-03-02,5,22189.89,S009
89398,30755,88888888,2026-03-22,2,5129.61,S041
89399,22338,1802,2025-07-27,2,33401.33,S036
89400,46843,2939,2026-05-03,6,7430.49,S007
89401,4695,466,2026-01-15,2,19747.22,S015
89402,4349,2887,2025-10-09,9,42171.94,S028
89403,16733,3553,2025-08-11,9,41657.18,S033
89404,8499,3880,2025-12-27,9,33201.65,S033
89405,21836,3631,2026-02-07,6,20232.46,S046
89406,18837,1032,2026-04-07,5,15380.86,S026
89407,23594,4983,2026-05-01,1,43384.11,S003
89408,40791,3312,2026-06-04,6,10701.11,S002
89409,99999999,1637,2026-02-04,4,22945.11,S014
89410,10891,3761,2025-09-17,10,27239.73,S003
89411,36973,1565,2026-03-13,1,29027.46,S048
89412,17508,265,2026-06-24,9,18693.26,S002
89413,99999999,1944,2026-03-30,7,1933.53,S001
89414,20013,4657,2025-11-29,7,15609.09,S014
89415,19343,4589,2025-08-17,-6,38366.2,S017
89416,44348,4468,2026-03-29,9,49618.28,S011
89417,30394,4882,2026-05-14,5,32024.71,S046
89418,24091,906,2025-10-14,6,30343.22,S041
89419,7460,785,2026-05-02,5,43001.1,S048
89420,36358,1990,2025-09-05,6,37197.34,S022
89421,25215,786,2025-12-12,8,29270.74,S004
89422,5770,4961,2026-02-17,2,3417.79,S036
89423,38544,4816,2025-11-01,3,23663.43,S016
89424,10495,3745,2026-01-07,5,14922.83,S039
89425,7821,464,2026-04-16,3,24955.95,S045
89426,37100,1129,2026-03-22,8,22317.35,S003
89427,21198,1754,2025-07-10,4,941.76,S023
89428,42573,1662,2026-04-28,5,37613.58,S046
89429,14044,756,2026-03-21,6,41132.64,S026
89430,21345,461,2026-03-02,10,13303.46,S006
89431,36380,162,2025-11-16,10,48883.29,S028
89432,15109,3879,2026-05-06,4,5256.59,S006
89433,4173,2452,2025-08-06,10,2284.12,S010
89434,31851,4281,2026-04-30,7,25389.76,S033
89435,17138,690,2026-05-07,5,19313.99,S032
89436,36059,631,2025-07-15,10,44269.59,S039
89437,29829,1371,2026-05-16,5,16057.96,S039
89438,26549,1947,2026-02-23,2,27468.82,S037
89439,5556,835,2025-08-11,10,14282.97,S015
89440,27684,1633,2025-11-09,4,40164.65,S019
89441,29647,2726,2025-07-25,7,36896.43,S037
89442,47555,3498,2026-03-12,6,1716.48,S008
89443,11735,1898,2025-08-17,2,11384.38,S029
89444,36696,302,2026-02-12,2,21494.7,S042
89445,7009,788,2025-09-06,9,5747.07,S027
89446,30608,2032,2026-04-18,2,17141.85,S027
89447,5570,2163,2026-06-12,4,10863.14,S043
89448,2772,2089,2026-05-28,10,47706.36,S029
89449,5818,2738,2026-03-26,8,17878.79,S011
89450,43452,19,2025-12-28,2,38771.41,S030
89451,27696,2416,2026-04-15,10,39065.05,S019
89452,42530,3325,2026-01-04,4,26055.93,S039
89453,29782,1826,2026-01-11,1,13642.77,S049
89454,48520,1488,2025-08-10,3,24027.4,S017
89455,37124,751,2025-08-31,4,2223.68,S024
89456,11810,2913,2025-12-01,2,42962.1,S009
89457,47997,2039,2026-02-07,2,37373.3,S028
89458,17902,1914,2025-09-11,8,14617.13,S046
89459,43595,1697,2025-07-10,1,19852.26,S040
89460,655,1672,2025-08-03,1,29485.19,S001
